apps,bondmode,bytes,time,mbytes-sec
intel,802.3ad-4NICs-layer2,8,26.08,0.31
intel,802.3ad-4NICs-layer2,16,26.04,0.61
intel,802.3ad-4NICs-layer2,32,26.37,1.21
intel,802.3ad-4NICs-layer2,64,26.64,2.40
intel,802.3ad-4NICs-layer2,128,26.76,4.78
intel,802.3ad-4NICs-layer2,256,26.92,9.51
intel,802.3ad-4NICs-layer2,512,27.55,18.59
intel,802.3ad-4NICs-layer2,1024,28.77,35.60
intel,802.3ad-4NICs-layer2,2048,32.14,63.72
intel,802.3ad-4NICs-layer2,4096,39.48,103.75
intel,802.3ad-4NICs-layer2,8192,46.19,177.35
intel,802.3ad-4NICs-layer2,16384,68.77,238.25
intel,802.3ad-4NICs-layer2,32768,56.40,581.03
intel,802.3ad-4NICs-layer2,65536,111.58,587.37
intel,802.3ad-4NICs-layer2,131072,183.17,715.57
intel,802.3ad-4NICs-layer2,262144,269.69,972.01
intel,802.3ad-4NICs-layer2,524288,438.32,1196.14
intel,802.3ad-4NICs-layer2,1048576,796.09,1317.15
intel,802.3ad-4NICs-layer2,2097152,1638.33,1280.06
intel,802.3ad-4NICs-layer2,4194304,3377.52,1241.83
intel,802.3ad-4NICs-layer2,0,25.00,0.00
intel,802.3ad-4NICs-layer2,1,25.62,0.04
intel,802.3ad-4NICs-layer2,2,25.87,0.08
intel,802.3ad-4NICs-layer2,4,25.67,0.16
intel,802.3ad-4NICs-layer2,8,25.80,0.31
