apps,bondmode,bytes,time,mbytes-sec
intel,Balance_Round_Robin-4NICs-layer2,1,26.14,0.04
intel,Balance_Round_Robin-4NICs-layer2,2,26.14,0.08
intel,Balance_Round_Robin-4NICs-layer2,4,26.50,0.15
intel,Balance_Round_Robin-4NICs-layer2,8,26.05,0.31
intel,Balance_Round_Robin-4NICs-layer2,16,26.16,0.61
intel,Balance_Round_Robin-4NICs-layer2,32,26.40,1.21
intel,Balance_Round_Robin-4NICs-layer2,64,26.74,2.39
intel,Balance_Round_Robin-4NICs-layer2,128,26.69,4.80
intel,Balance_Round_Robin-4NICs-layer2,256,26.78,9.56
intel,Balance_Round_Robin-4NICs-layer2,512,27.51,18.61
intel,Balance_Round_Robin-4NICs-layer2,1024,28.72,35.66
intel,Balance_Round_Robin-4NICs-layer2,2048,32.12,63.77
intel,Balance_Round_Robin-4NICs-layer2,4096,39.84,102.82
intel,Balance_Round_Robin-4NICs-layer2,8192,46.11,177.65
intel,Balance_Round_Robin-4NICs-layer2,16384,67.06,244.31
intel,Balance_Round_Robin-4NICs-layer2,32768,111.32,294.37
intel,Balance_Round_Robin-4NICs-layer2,65536,178.60,366.95
intel,Balance_Round_Robin-4NICs-layer2,131072,170.19,770.14
intel,Balance_Round_Robin-4NICs-layer2,262144,258.10,1015.65
intel,Balance_Round_Robin-4NICs-layer2,524288,439.41,1193.16
intel,Balance_Round_Robin-4NICs-layer2,1048576,783.94,1337.58
intel,Balance_Round_Robin-4NICs-layer2,2097152,1639.46,1279.17
intel,Balance_Round_Robin-4NICs-layer2,4194304,3251.56,1289.94
intel,Balance_Round_Robin-4NICs-layer2,0,25.60,0.00
intel,Balance_Round_Robin-4NICs-layer2,1,26.44,0.04
intel,Balance_Round_Robin-4NICs-layer2,2,26.79,0.07
intel,Balance_Round_Robin-4NICs-layer2,4,26.62,0.15
intel,Balance_Round_Robin-4NICs-layer2,8,26.61,0.30
intel,Balance_Round_Robin-4NICs-layer2,16,26.66,0.60
intel,Balance_Round_Robin-4NICs-layer2,32,26.69,1.20
intel,Balance_Round_Robin-4NICs-layer2,64,27.01,2.37
intel,Balance_Round_Robin-4NICs-layer2,128,27.11,4.72
intel,Balance_Round_Robin-4NICs-layer2,256,27.19,9.41
intel,Balance_Round_Robin-4NICs-layer2,512,27.62,18.53
intel,Balance_Round_Robin-4NICs-layer2,1024,29.16,35.12
intel,Balance_Round_Robin-4NICs-layer2,2048,32.45,63.11
